time,x,y,z,gforce
3.353,0.094,0.817,0.577,1.005
3.355,0.094,0.816,0.578,1.004
3.357,0.095,0.816,0.577,1.004
3.359,0.096,0.816,0.577,1.004
3.362,0.093,0.815,0.575,1.002
3.364,0.092,0.815,0.572,1.000
3.368,0.093,0.816,0.572,1.000
3.369,0.095,0.816,0.572,1.001
3.371,0.097,0.818,0.574,1.004
3.375,0.101,0.822,0.575,1.008
3.387,0.106,0.825,0.574,1.010
3.387,0.110,0.827,0.572,1.012
3.387,0.115,0.830,0.568,1.012
3.387,0.119,0.833,0.567,1.015
3.387,0.124,0.834,0.566,1.016
3.390,0.125,0.835,0.564,1.016
3.391,0.125,0.835,0.564,1.015
3.393,0.124,0.835,0.564,1.015
3.396,0.124,0.831,0.562,1.011
3.398,0.120,0.827,0.560,1.006
3.402,0.113,0.826,0.561,1.004
3.403,0.107,0.823,0.562,1.002
3.405,0.099,0.818,0.562,0.998
3.408,0.093,0.814,0.561,0.993
3.410,0.086,0.808,0.559,0.986
3.412,0.077,0.802,0.561,0.982
3.415,0.071,0.799,0.563,0.980
3.418,0.068,0.797,0.563,0.978
3.420,0.064,0.793,0.565,0.976
3.422,0.061,0.792,0.564,0.974
3.425,0.059,0.790,0.565,0.973
3.427,0.059,0.789,0.567,0.974
3.429,0.059,0.793,0.569,0.978
3.435,0.059,0.797,0.569,0.981
3.435,0.061,0.800,0.569,0.983
3.437,0.066,0.803,0.569,0.986
3.439,0.075,0.806,0.570,0.990
3.441,0.081,0.810,0.569,0.993
3.444,0.088,0.815,0.569,0.998
3.446,0.093,0.820,0.569,1.003
3.449,0.098,0.823,0.570,1.005
3.451,0.103,0.825,0.570,1.009
3.455,0.108,0.827,0.570,1.010
3.456,0.112,0.829,0.569,1.012
3.458,0.113,0.832,0.570,1.015
3.461,0.112,0.833,0.571,1.016
3.464,0.112,0.835,0.575,1.019
3.470,0.113,0.835,0.581,1.023
3.470,0.111,0.833,0.584,1.023
3.471,0.107,0.830,0.584,1.020
3.473,0.103,0.824,0.585,1.016
3.475,0.099,0.822,0.583,1.012
3.478,0.095,0.820,0.582,1.010
3.480,0.089,0.819,0.580,1.007
3.488,0.085,0.819,0.578,1.005
3.489,0.082,0.817,0.577,1.004
3.489,0.079,0.816,0.575,1.002
3.490,0.077,0.817,0.573,1.001
3.493,0.075,0.816,0.572,0.999
3.496,0.073,0.813,0.572,0.996
3.497,0.073,0.811,0.570,0.994
3.501,0.073,0.810,0.568,0.992
3.502,0.071,0.809,0.567,0.990
3.505,0.072,0.810,0.565,0.990
3.506,0.074,0.812,0.563,0.991
3.509,0.075,0.814,0.563,0.992
3.511,0.076,0.817,0.563,0.996
3.515,0.079,0.821,0.565,1.000
3.517,0.083,0.822,0.567,1.002
3.521,0.086,0.823,0.568,1.004
3.521,0.090,0.824,0.567,1.004
3.524,0.092,0.825,0.564,1.004
3.525,0.095,0.827,0.562,1.005
3.528,0.099,0.832,0.558,1.006
3.530,0.104,0.837,0.555,1.010
3.534,0.110,0.840,0.551,1.011
3.538,0.115,0.844,0.548,1.013
3.538,0.119,0.847,0.545,1.014
3.540,0.124,0.849,0.541,1.014
3.543,0.127,0.850,0.538,1.014
3.545,0.128,0.851,0.535,1.013
3.548,0.128,0.850,0.534,1.011
3.552,0.129,0.847,0.535,1.010
3.553,0.128,0.845,0.534,1.008
3.555,0.127,0.843,0.534,1.006
3.557,0.126,0.838,0.533,1.001
3.559,0.123,0.836,0.531,0.998
3.562,0.121,0.835,0.529,0.995
3.565,0.119,0.832,0.528,0.992
3.569,0.116,0.829,0.528,0.990
3.570,0.112,0.827,0.528,0.988
3.571,0.108,0.826,0.530,0.987
3.575,0.104,0.822,0.532,0.985
3.576,0.100,0.818,0.536,0.983
3.579,0.096,0.813,0.542,0.982
3.581,0.094,0.809,0.548,0.982
3.585,0.092,0.807,0.555,0.983
3.587,0.090,0.804,0.563,0.986
3.588,0.087,0.801,0.571,0.987
3.591,0.085,0.796,0.578,0.988
3.593,0.081,0.793,0.585,0.989
3.596,0.078,0.790,0.591,0.990
3.599,0.079,0.788,0.596,0.991
3.606,0.080,0.788,0.599,0.993
3.606,0.080,0.786,0.601,0.993
3.606,0.077,0.784,0.601,0.991
3.608,0.076,0.785,0.602,0.992
3.610,0.078,0.789,0.601,0.995
3.616,0.083,0.791,0.599,0.996
3.616,0.090,0.795,0.594,0.997
3.636,0.097,0.801,0.589,0.999
3.636,0.104,0.809,0.586,1.004
3.636,0.112,0.819,0.584,1.012
3.636,0.118,0.828,0.581,1.019
3.637,0.119,0.838,0.579,1.026
3.637,0.118,0.849,0.579,1.035
3.637,0.118,0.861,0.579,1.044
3.637,0.120,0.878,0.575,1.056
3.637,0.126,0.897,0.566,1.068
3.639,0.135,0.917,0.553,1.080
3.641,0.146,0.940,0.540,1.093
3.644,0.157,0.968,0.521,1.110
3.646,0.167,1.004,0.493,1.131
3.649,0.175,1.048,0.454,1.155
3.651,0.183,1.096,0.403,1.182
3.653,0.191,1.152,0.337,1.215
3.656,0.198,1.207,0.259,1.251
3.658,0.197,1.263,0.171,1.290
3.661,0.189,1.323,0.063,1.338
3.663,0.175,1.380,-0.072,1.393
3.665,0.170,1.441,-0.228,1.468
3.668,0.191,1.505,-0.414,1.572
3.672,0.226,1.564,-0.640,1.705
3.673,0.266,1.624,-0.886,1.869
3.676,0.305,1.685,-1.129,2.051
3.677,0.352,1.739,-1.386,2.252
3.680,0.404,1.785,-1.648,2.463
3.685,0.454,1.817,-1.883,2.656
3.686,0.514,1.829,-2.086,2.822
3.687,0.582,1.823,-2.236,2.943
3.690,0.633,1.823,-2.331,3.026
3.692,0.668,1.829,-2.423,3.108
3.695,0.714,1.817,-2.518,3.186
3.697,0.776,1.780,-2.585,3.234
3.699,0.836,1.717,-2.603,3.229
3.704,0.885,1.625,-2.577,3.173
3.705,0.936,1.513,-2.524,3.088
3.707,0.993,1.392,-2.434,2.974
3.709,1.048,1.269,-2.284,2.816
3.711,1.096,1.138,-2.076,2.609
3.714,1.131,1.001,-1.832,2.375
3.720,1.156,0.856,-1.575,2.133
3.721,1.178,0.689,-1.304,1.888
3.721,1.193,0.501,-1.008,1.640
3.723,1.202,0.290,-0.670,1.407
3.726,1.205,0.053,-0.292,1.241
3.728,1.167,-0.199,0.112,1.189
3.730,1.052,-0.460,0.573,1.283
3.735,0.872,-0.723,1.124,1.596
3.736,0.637,-0.975,1.739,2.093
3.738,0.403,-1.186,2.381,2.690
3.740,0.214,-1.364,3.001,3.304
3.743,0.086,-1.551,3.583,3.905
3.745,0.019,-1.741,4.154,4.504
3.747,-0.055,-1.919,4.717,5.093
3.751,-0.176,-2.079,5.246,5.646
3.753,-0.344,-2.193,5.722,6.137
3.755,-0.572,-2.247,6.151,6.573
3.757,-0.823,-2.237,6.520,6.942
3.760,-1.057,-2.173,6.777,7.195
3.762,-1.270,-2.083,6.866,7.286
3.764,-1.419,-1.975,6.749,7.174
3.768,-1.462,-1.842,6.417,6.834
3.769,-1.390,-1.680,5.907,6.296
3.772,-1.250,-1.494,5.291,5.638
3.774,-1.101,-1.304,4.609,4.915
3.776,-0.953,-1.111,3.874,4.142
3.779,-0.807,-0.905,3.137,3.363
3.781,-0.652,-0.684,2.441,2.617
3.787,-0.485,-0.449,1.788,1.906
3.787,-0.310,-0.203,1.183,1.239
3.788,-0.141,0.042,0.623,0.641
3.791,0.019,0.270,0.091,0.285
3.793,0.190,0.466,-0.412,0.650
3.796,0.366,0.631,-0.836,1.109
3.798,0.502,0.789,-1.158,1.489
3.803,0.594,0.954,-1.406,1.800
3.805,0.663,1.111,-1.584,2.045
3.805,0.701,1.244,-1.666,2.194
3.808,0.696,1.352,-1.641,2.238
3.810,0.658,1.428,-1.549,2.207
3.812,0.602,1.466,-1.424,2.131
3.815,0.541,1.470,-1.267,2.015
3.822,0.482,1.447,-1.071,1.864
3.823,0.431,1.406,-0.852,1.700
3.823,0.389,1.352,-0.635,1.544
3.828,0.357,1.296,-0.430,1.411
3.828,0.326,1.244,-0.231,1.307
3.830,0.293,1.193,-0.035,1.229
3.832,0.260,1.143,0.157,1.182
3.844,0.232,1.093,0.347,1.170
3.845,0.204,1.045,0.533,1.191
3.845,0.169,1.001,0.712,1.240
3.845,0.129,0.958,0.877,1.305
3.845,0.097,0.915,1.015,1.370
3.846,0.077,0.881,1.118,1.425
3.849,0.071,0.846,1.186,1.458
3.852,0.077,0.805,1.215,1.459
3.854,0.090,0.764,1.211,1.435
3.856,0.104,0.732,1.187,1.399
3.870,0.114,0.708,1.153,1.358
3.870,0.120,0.695,1.114,1.318
3.871,0.122,0.686,1.070,1.277
3.871,0.120,0.685,1.030,1.243
3.871,0.114,0.690,1.001,1.221
3.871,0.109,0.697,0.985,1.212
3.875,0.109,0.708,0.980,1.214
3.876,0.113,0.721,0.983,1.224
3.878,0.117,0.732,0.990,1.236
3.880,0.119,0.740,0.995,1.246
3.882,0.121,0.748,0.998,1.253
3.885,0.122,0.757,0.996,1.257
3.887,0.126,0.766,0.983,1.253
3.890,0.133,0.774,0.964,1.244
3.892,0.138,0.780,0.948,1.235
3.895,0.136,0.785,0.934,1.228
3.897,0.127,0.784,0.921,1.216
3.899,0.108,0.779,0.912,1.205
3.903,0.076,0.775,0.910,1.198
3.904,0.030,0.770,0.913,1.195
3.907,-0.014,0.760,0.925,1.197
3.909,-0.033,0.752,0.936,1.201
3.911,-0.027,0.747,0.929,1.192
3.914,-0.019,0.741,0.901,1.167
3.916,-0.028,0.739,0.869,1.141
3.919,-0.054,0.741,0.850,1.129
3.921,-0.076,0.750,0.843,1.131
3.924,-0.085,0.765,0.844,1.142
3.926,-0.086,0.782,0.851,1.160
3.928,-0.089,0.794,0.867,1.179
3.930,-0.094,0.792,0.888,1.193
3.933,-0.099,0.781,0.905,1.199
3.936,-0.102,0.768,0.916,1.199
3.938,-0.101,0.755,0.925,1.198
3.940,-0.098,0.745,0.931,1.197
3.943,-0.097,0.737,0.933,1.193
3.945,-0.099,0.728,0.931,1.186
3.947,-0.103,0.717,0.922,1.173
3.951,-0.106,0.703,0.907,1.152
3.952,-0.107,0.688,0.889,1.129
3.955,-0.104,0.675,0.871,1.106
3.957,-0.098,0.665,0.850,1.084
3.960,-0.093,0.655,0.825,1.058
3.962,-0.094,0.646,0.803,1.035
3.964,-0.099,0.636,0.788,1.017
3.968,-0.101,0.626,0.781,1.006
3.970,-0.100,0.618,0.784,1.003
3.972,-0.093,0.610,0.792,1.004
3.974,-0.086,0.606,0.801,1.008
3.977,-0.080,0.601,0.812,1.013
3.979,-0.073,0.599,0.821,1.018
3.982,-0.065,0.598,0.830,1.025
3.986,-0.056,0.595,0.840,1.031
3.988,-0.046,0.595,0.854,1.042
3.989,-0.038,0.595,0.867,1.052
3.991,-0.030,0.597,0.879,1.063
3.994,-0.016,0.604,0.893,1.078
3.996,0.006,0.613,0.901,1.090
3.999,0.031,0.624,0.898,1.094
4.002,0.053,0.635,0.886,1.091
4.003,0.068,0.644,0.876,1.089
4.006,0.081,0.652,0.872,1.092
4.008,0.095,0.664,0.870,1.098
4.011,0.111,0.680,0.865,1.106
4.013,0.128,0.696,0.857,1.112
4.015,0.146,0.711,0.846,1.115
4.030,0.166,0.724,0.825,1.110
4.030,0.187,0.733,0.795,1.098
4.031,0.207,0.740,0.756,1.078
4.039,0.224,0.748,0.713,1.057
4.040,0.236,0.754,0.669,1.035
4.040,0.246,0.760,0.622,1.013
4.040,0.252,0.767,0.578,0.992
4.041,0.256,0.773,0.538,0.976
4.041,0.260,0.781,0.503,0.965
4.041,0.262,0.788,0.475,0.957
4.053,0.265,0.794,0.453,0.952
4.053,0.266,0.798,0.433,0.946
4.054,0.263,0.797,0.419,0.938
4.054,0.259,0.792,0.414,0.931
4.054,0.255,0.785,0.418,0.925
4.054,0.250,0.774,0.428,0.920
4.056,0.247,0.764,0.442,0.917
4.059,0.245,0.756,0.460,0.918
4.061,0.241,0.747,0.482,0.922
4.063,0.237,0.738,0.507,0.926
4.066,0.234,0.728,0.532,0.932
4.068,0.232,0.718,0.558,0.939
4.070,0.230,0.709,0.585,0.948
4.073,0.227,0.700,0.611,0.956
4.076,0.223,0.691,0.634,0.964
4.078,0.216,0.682,0.656,0.970
4.080,0.209,0.671,0.673,0.973
4.085,0.200,0.659,0.688,0.973
4.086,0.190,0.649,0.701,0.974
4.089,0.179,0.639,0.708,0.971
4.090,0.167,0.628,0.712,0.964
4.092,0.156,0.619,0.714,0.958
4.095,0.142,0.611,0.711,0.948
4.097,0.128,0.605,0.705,0.937
4.109,0.116,0.602,0.694,0.926
4.110,0.105,0.601,0.678,0.912
4.110,0.099,0.604,0.656,0.897
4.110,0.100,0.608,0.627,0.879
4.110,0.104,0.613,0.595,0.860
4.113,0.107,0.616,0.564,0.842
4.114,0.110,0.618,0.537,0.826
4.120,0.111,0.621,0.516,0.815
4.121,0.108,0.624,0.505,0.810
4.121,0.102,0.624,0.504,0.809
4.124,0.093,0.624,0.511,0.812
4.126,0.081,0.621,0.521,0.815
4.128,0.067,0.619,0.537,0.822
4.131,0.056,0.615,0.558,0.832
4.134,0.044,0.609,0.586,0.846
4.136,0.031,0.604,0.619,0.866
4.138,0.021,0.600,0.656,0.890
4.140,0.011,0.597,0.696,0.917
4.143,0.004,0.595,0.732,0.944
4.145,0.001,0.594,0.769,0.972
4.147,0.001,0.594,0.806,1.001
4.152,0.002,0.596,0.844,1.033
4.153,0.004,0.600,0.883,1.067
4.155,0.005,0.603,0.917,1.097
4.157,0.007,0.609,0.942,1.122
4.160,0.009,0.614,0.965,1.144
4.162,0.009,0.617,0.985,1.162
4.164,0.006,0.622,0.999,1.177
4.169,0.004,0.628,1.006,1.186
4.170,-0.001,0.635,1.005,1.188
4.172,-0.004,0.645,0.994,1.185
4.175,-0.003,0.658,0.975,1.176
4.178,-0.000,0.671,0.950,1.163
4.179,0.005,0.686,0.919,1.146
4.182,0.014,0.700,0.884,1.127
4.187,0.024,0.713,0.846,1.107
4.187,0.034,0.728,0.809,1.089
4.189,0.045,0.741,0.773,1.072
4.191,0.055,0.755,0.740,1.058
4.194,0.065,0.767,0.711,1.048
4.196,0.073,0.780,0.686,1.042
4.198,0.079,0.794,0.666,1.039
4.202,0.086,0.805,0.646,1.036
4.203,0.093,0.814,0.630,1.034
4.205,0.101,0.821,0.615,1.031
4.208,0.110,0.825,0.602,1.027
4.210,0.116,0.827,0.592,1.024
4.213,0.120,0.828,0.586,1.022
4.215,0.123,0.830,0.583,1.021
4.222,0.123,0.830,0.584,1.022
4.227,0.123,0.828,0.591,1.025
4.227,0.123,0.827,0.601,1.029
4.227,0.121,0.823,0.612,1.033
4.228,0.119,0.819,0.625,1.037
4.230,0.117,0.814,0.641,1.043
4.232,0.114,0.807,0.660,1.049
4.236,0.109,0.800,0.680,1.056
4.238,0.104,0.795,0.698,1.063
4.240,0.099,0.791,0.717,1.072
4.242,0.094,0.788,0.734,1.081
4.245,0.090,0.786,0.746,1.088
4.247,0.087,0.784,0.754,1.091
4.249,0.084,0.781,0.760,1.092
4.252,0.084,0.779,0.761,1.092
4.257,0.087,0.777,0.760,1.090
4.257,0.092,0.774,0.756,1.086
4.259,0.096,0.773,0.749,1.081
4.261,0.100,0.771,0.743,1.075
4.264,0.103,0.768,0.739,1.070
4.266,0.105,0.766,0.732,1.065
4.268,0.107,0.764,0.727,1.059
4.270,0.111,0.762,0.721,1.055
4.274,0.113,0.761,0.717,1.052
4.276,0.114,0.760,0.713,1.049
4.278,0.117,0.759,0.709,1.045
4.280,0.119,0.756,0.708,1.042
4.282,0.119,0.751,0.712,1.042
4.285,0.118,0.748,0.718,1.044
4.288,0.118,0.744,0.723,1.044
4.290,0.118,0.740,0.727,1.044
4.292,0.118,0.735,0.732,1.044
4.295,0.117,0.729,0.738,1.044
4.297,0.114,0.724,0.745,1.045
4.300,0.111,0.717,0.753,1.045
4.303,0.105,0.706,0.761,1.044
4.304,0.096,0.696,0.767,1.040
4.307,0.088,0.686,0.773,1.037
4.309,0.078,0.673,0.781,1.034
4.313,0.066,0.661,0.789,1.031
4.314,0.053,0.651,0.799,1.032
4.328,0.038,0.643,0.813,1.037
4.329,0.024,0.637,0.827,1.044
4.329,0.011,0.631,0.836,1.048
4.329,0.001,0.628,0.843,1.051
4.329,-0.004,0.627,0.849,1.055
4.329,-0.007,0.627,0.854,1.059
4.331,-0.008,0.627,0.857,1.062
4.333,-0.004,0.631,0.857,1.064
4.336,0.003,0.637,0.854,1.065
4.339,0.012,0.643,0.847,1.064
4.351,0.023,0.653,0.839,1.063
4.351,0.034,0.664,0.828,1.062
4.351,0.046,0.674,0.815,1.058
4.351,0.059,0.686,0.799,1.055
4.352,0.072,0.697,0.783,1.051
4.355,0.086,0.707,0.769,1.048
4.355,0.098,0.715,0.757,1.046
4.358,0.109,0.721,0.746,1.043
4.360,0.116,0.725,0.735,1.039
4.362,0.121,0.727,0.727,1.035
4.364,0.126,0.729,0.720,1.032
4.368,0.128,0.732,0.715,1.031
4.369,0.128,0.734,0.710,1.030
4.372,0.126,0.735,0.705,1.026
4.374,0.124,0.737,0.701,1.025
4.377,0.120,0.737,0.699,1.023
4.379,0.117,0.734,0.700,1.021
4.382,0.115,0.733,0.701,1.021
4.386,0.109,0.728,0.697,1.014
4.387,0.104,0.722,0.694,1.007
4.390,0.099,0.718,0.695,1.004
4.391,0.095,0.712,0.701,1.004
4.394,0.088,0.707,0.707,1.004
4.396,0.082,0.702,0.713,1.004
4.398,0.075,0.700,0.719,1.006
4.402,0.067,0.697,0.724,1.007
4.403,0.062,0.696,0.727,1.009
4.406,0.059,0.697,0.728,1.009
4.409,0.058,0.697,0.724,1.007
4.410,0.059,0.699,0.717,1.003
4.413,0.060,0.703,0.706,0.998
4.415,0.062,0.708,0.692,0.991
4.421,0.066,0.714,0.680,0.988
4.421,0.071,0.722,0.669,0.987
4.423,0.076,0.728,0.657,0.984
4.425,0.083,0.733,0.648,0.982
4.427,0.087,0.737,0.639,0.979
4.430,0.091,0.739,0.631,0.975
4.432,0.095,0.739,0.627,0.973
4.439,0.096,0.739,0.624,0.972
4.439,0.096,0.739,0.622,0.970
4.440,0.094,0.739,0.623,0.971
4.442,0.093,0.738,0.626,0.972
4.445,0.093,0.737,0.631,0.975
4.447,0.093,0.736,0.633,0.976
4.449,0.095,0.736,0.637,0.978
4.452,0.097,0.735,0.645,0.982
4.455,0.097,0.734,0.652,0.986
4.457,0.095,0.733,0.657,0.989
4.459,0.091,0.728,0.667,0.991
4.462,0.085,0.722,0.676,0.992
4.464,0.075,0.715,0.685,0.993
4.466,0.067,0.708,0.696,0.995
4.469,0.059,0.702,0.707,0.998
4.471,0.052,0.696,0.717,1.000
4.473,0.045,0.692,0.726,1.003
4.476,0.038,0.689,0.732,1.006
4.478,0.035,0.685,0.737,1.007
4.481,0.032,0.680,0.740,1.006
4.483,0.030,0.677,0.739,1.003
4.487,0.026,0.674,0.735,0.997
4.488,0.023,0.671,0.729,0.991
4.492,0.018,0.670,0.724,0.987
4.493,0.014,0.671,0.719,0.984
4.495,0.014,0.677,0.717,0.986
4.497,0.017,0.684,0.715,0.989
4.500,0.020,0.687,0.713,0.991
4.504,0.024,0.690,0.713,0.992
4.505,0.031,0.694,0.712,0.995
4.507,0.037,0.698,0.712,0.998
4.509,0.044,0.702,0.710,1.000
4.511,0.054,0.706,0.709,1.002
4.515,0.062,0.712,0.706,1.005
4.517,0.071,0.719,0.701,1.006
4.525,0.080,0.724,0.697,1.008
4.525,0.089,0.728,0.692,1.009
4.525,0.097,0.732,0.684,1.007
4.529,0.102,0.734,0.679,1.005
4.532,0.103,0.735,0.678,1.005
4.532,0.101,0.732,0.679,1.004
4.534,0.098,0.729,0.683,1.004
4.548,0.091,0.725,0.687,1.003
4.548,0.085,0.717,0.689,0.999
4.548,0.078,0.712,0.692,0.996
4.548,0.068,0.707,0.699,0.996
4.549,0.058,0.703,0.707,0.999
4.549,0.048,0.697,0.714,0.999
4.551,0.038,0.691,0.720,0.999
4.555,0.026,0.685,0.727,0.999
4.555,0.014,0.679,0.734,1.000
4.558,0.005,0.677,0.741,1.004
4.560,-0.001,0.675,0.745,1.006
4.562,-0.003,0.675,0.744,1.005
4.565,-0.002,0.675,0.742,1.003
4.567,0.002,0.675,0.738,1.000
4.570,0.009,0.676,0.730,0.995
4.572,0.017,0.679,0.724,0.993
4.575,0.024,0.683,0.718,0.991
4.577,0.032,0.688,0.712,0.991
4.579,0.040,0.695,0.702,0.988
4.591,0.047,0.701,0.691,0.985
4.591,0.054,0.707,0.683,0.985
4.591,0.064,0.716,0.676,0.987
4.592,0.072,0.725,0.671,0.990
4.592,0.083,0.731,0.665,0.992
4.595,0.092,0.736,0.661,0.993
4.596,0.100,0.739,0.659,0.995
4.598,0.107,0.742,0.657,0.997
4.602,0.111,0.744,0.655,0.997
4.604,0.114,0.743,0.655,0.997
4.606,0.116,0.743,0.660,1.000
4.608,0.115,0.743,0.663,1.002
4.611,0.114,0.743,0.665,1.004
4.613,0.113,0.744,0.670,1.008
4.616,0.113,0.744,0.677,1.012
4.621,0.109,0.744,0.684,1.017
4.621,0.105,0.744,0.688,1.018
4.623,0.099,0.739,0.691,1.017
4.625,0.092,0.735,0.693,1.014
4.627,0.085,0.731,0.693,1.011
4.630,0.079,0.727,0.695,1.009
4.632,0.072,0.724,0.698,1.008
4.638,0.064,0.722,0.700,1.008
4.638,0.057,0.720,0.703,1.008
4.640,0.051,0.721,0.706,1.010
4.642,0.049,0.724,0.708,1.014
4.644,0.050,0.726,0.709,1.016
4.646,0.054,0.727,0.707,1.016
4.649,0.061,0.731,0.703,1.016
4.652,0.068,0.736,0.696,1.016
4.655,0.076,0.742,0.690,1.016
4.656,0.084,0.747,0.683,1.015
4.659,0.093,0.754,0.675,1.017
4.661,0.103,0.762,0.671,1.021
4.664,0.111,0.768,0.665,1.022
4.666,0.118,0.772,0.662,1.024
4.669,0.123,0.774,0.663,1.027
4.671,0.128,0.775,0.664,1.029
4.674,0.132,0.777,0.666,1.032
4.675,0.135,0.779,0.671,1.037
4.678,0.139,0.779,0.673,1.039
4.680,0.143,0.781,0.675,1.043
4.683,0.146,0.782,0.677,1.045
4.686,0.146,0.780,0.679,1.044
4.687,0.144,0.776,0.681,1.043
4.690,0.139,0.771,0.684,1.040
4.693,0.132,0.765,0.685,1.035
4.696,0.124,0.759,0.684,1.029
4.697,0.117,0.754,0.685,1.025
4.700,0.111,0.750,0.687,1.023
4.703,0.106,0.747,0.690,1.022
4.705,0.102,0.743,0.695,1.022
4.707,0.097,0.741,0.700,1.024
4.710,0.091,0.737,0.705,1.024
4.712,0.085,0.733,0.712,1.025
4.714,0.078,0.728,0.720,1.027
4.718,0.074,0.724,0.726,1.028
4.724,0.071,0.719,0.732,1.028
4.724,0.065,0.713,0.736,1.027
4.725,0.061,0.708,0.740,1.026
4.727,0.059,0.706,0.744,1.027
4.729,0.057,0.703,0.748,1.028
4.732,0.057,0.701,0.750,1.028
4.734,0.056,0.698,0.752,1.027
4.741,0.054,0.696,0.751,1.026
4.741,0.050,0.696,0.751,1.025
4.742,0.050,0.696,0.752,1.026
4.743,0.052,0.696,0.754,1.028
4.745,0.054,0.699,0.755,1.030
4.748,0.055,0.702,0.753,1.030
4.750,0.057,0.705,0.751,1.031
4.753,0.061,0.708,0.748,1.032
4.755,0.064,0.711,0.745,1.032
4.758,0.066,0.715,0.741,1.032
4.760,0.070,0.718,0.737,1.032
4.762,0.075,0.722,0.732,1.031
4.765,0.079,0.725,0.724,1.028
4.770,0.083,0.727,0.717,1.024
4.771,0.088,0.731,0.707,1.021
4.772,0.092,0.735,0.700,1.019
4.775,0.096,0.738,0.696,1.019
4.777,0.100,0.741,0.690,1.017
4.779,0.103,0.744,0.685,1.016
4.782,0.106,0.747,0.681,1.016
4.785,0.107,0.747,0.678,1.015
4.788,0.106,0.747,0.677,1.013
4.790,0.105,0.745,0.678,1.013
4.792,0.102,0.743,0.681,1.012
4.795,0.097,0.740,0.683,1.012
4.796,0.091,0.735,0.686,1.010
4.799,0.084,0.730,0.691,1.008
4.803,0.077,0.726,0.696,1.009
4.804,0.071,0.720,0.703,1.009
4.806,0.064,0.715,0.709,1.009
4.809,0.056,0.709,0.715,1.008
4.811,0.050,0.703,0.721,1.008
4.813,0.042,0.700,0.726,1.009
4.816,0.034,0.697,0.730,1.010
4.823,0.029,0.695,0.735,1.012
4.827,0.026,0.694,0.740,1.015
4.840,0.023,0.694,0.744,1.017
4.841,0.022,0.694,0.750,1.022
4.841,0.021,0.696,0.757,1.028
4.841,0.020,0.699,0.761,1.033
4.841,0.019,0.702,0.764,1.038
4.842,0.022,0.706,0.767,1.042
4.842,0.029,0.708,0.768,1.045
4.842,0.035,0.713,0.767,1.048
4.845,0.043,0.718,0.766,1.051
4.845,0.054,0.723,0.759,1.049
4.847,0.063,0.727,0.753,1.048
4.849,0.068,0.730,0.749,1.048
4.854,0.072,0.734,0.741,1.045
4.856,0.077,0.739,0.734,1.045
4.856,0.082,0.743,0.728,1.043
4.859,0.085,0.746,0.719,1.040
4.861,0.089,0.749,0.711,1.036
4.864,0.091,0.750,0.702,1.031
4.867,0.093,0.752,0.691,1.026
4.870,0.094,0.752,0.683,1.021
4.872,0.093,0.752,0.676,1.016
4.873,0.093,0.751,0.669,1.010
4.876,0.092,0.750,0.661,1.004
4.878,0.092,0.750,0.655,1.000
4.880,0.093,0.751,0.650,0.997
4.883,0.095,0.750,0.644,0.993
4.886,0.096,0.750,0.639,0.990
4.888,0.100,0.751,0.634,0.988
4.890,0.104,0.751,0.630,0.985
4.893,0.103,0.750,0.628,0.984
4.895,0.103,0.750,0.627,0.983
4.897,0.104,0.749,0.629,0.983
4.900,0.103,0.746,0.633,0.984
4.903,0.100,0.743,0.640,0.986
4.905,0.096,0.737,0.647,0.985
4.907,0.092,0.731,0.653,0.985
4.910,0.086,0.728,0.660,0.986
4.912,0.081,0.721,0.662,0.982
4.915,0.077,0.715,0.663,0.978
4.917,0.070,0.711,0.667,0.978
4.923,0.064,0.708,0.674,0.980
4.924,0.059,0.704,0.681,0.981
4.925,0.057,0.701,0.688,0.984
4.927,0.055,0.699,0.694,0.987
4.929,0.055,0.697,0.698,0.988
4.932,0.058,0.698,0.699,0.990
4.935,0.060,0.700,0.697,0.990
4.942,0.065,0.702,0.693,0.988
4.943,0.070,0.705,0.688,0.988
4.943,0.077,0.709,0.680,0.986
4.945,0.083,0.716,0.670,0.984
4.946,0.088,0.721,0.663,0.983
4.949,0.094,0.725,0.652,0.980
4.951,0.101,0.728,0.641,0.975
4.954,0.108,0.731,0.632,0.972
4.956,0.113,0.735,0.621,0.969
4.958,0.118,0.738,0.612,0.966
4.961,0.123,0.741,0.605,0.965
4.964,0.125,0.743,0.599,0.963
4.966,0.127,0.745,0.596,0.962
4.968,0.127,0.746,0.593,0.961
4.971,0.127,0.746,0.593,0.961
4.974,0.126,0.745,0.595,0.962
4.975,0.124,0.742,0.599,0.961
4.978,0.119,0.738,0.605,0.962
4.981,0.116,0.736,0.613,0.964
4.983,0.112,0.733,0.621,0.967
4.988,0.107,0.731,0.630,0.971
4.988,0.103,0.730,0.640,0.976
4.990,0.100,0.729,0.649,0.981
4.992,0.097,0.727,0.658,0.985
4.995,0.096,0.725,0.666,0.989
4.997,0.097,0.725,0.669,0.991
5.000,0.097,0.723,0.671,0.991
5.002,0.096,0.722,0.675,0.994
5.005,0.096,0.723,0.679,0.996
5.008,0.095,0.723,0.682,0.998
5.009,0.092,0.722,0.686,1.000
5.011,0.088,0.722,0.691,1.003
5.014,0.087,0.720,0.694,1.004
5.017,0.086,0.717,0.697,1.004
5.018,0.084,0.716,0.701,1.005
